id,service_name,full_address,address_key,County,x,y,Type
494,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Clones Road, Ballybay, Co. Monaghan, Monaghan", Clones Road,Monaghan,267070.5924,333647.2629,NursingHome
495,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Lurgan Glebe, Virginia, Co. Cavan, Cavan", Lurgan Glebe,Cavan,241834.1851,304557.4537,NursingHome
496,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Killowen, Kenmare, Co. Kerry, Kerry", Killowen,Kerry,92115.39325,71361.02096,NursingHome
497,St. Joseph's Nursing Home - Little Sisters of the Poor,"St. Joseph's Nursing Home - Little Sisters of the Poor, Abbey Road, Ferrybank, Waterford, Waterford", Abbey Road,Waterford,260225.1537,111925.7172,NursingHome
498,"St. Joseph's Supported Care Home,","Kilmoganny, Co. Kilkenny",Kilmoganny,Kilkenny,245812.5739,134609.6409,NursingHome
499,St. Joseph's Unit,"St. Joseph's Unit, Bantry General Hospital, Bantry, Co. Cork, Cork", Bantry,Cork,99675.29799,48504.15557,NursingHome
500,St. Jude's Nursing Home,"St. Jude's Residential Care, Borrisoleigh, Thurles, Co. Tipperary, Tipperary", Borrisoleigh,Tipperary,198198.1283,167021.9862,NursingHome
501,St. Kieran's Nursing Home,"St. Kieran's Nursing Home, Rathcabin, Roscrea, Co. Tipperary, Tipperary", Rathcabin,Tipperary,189059.4569,135818.6256,NursingHome
502,St. Lazerian's House,"St. Lazerian's House, Royal Oak Road, Bagnelstown, Co. Carlow, Carlow", Royal Oak Road,Carlow,271982.5489,176761.4769,NursingHome
503,St. Louis Nursing Home,"St. Louis Nursing Home, Clonmore, Tralee, Co. Kerry, Kerry", Clonmore,Kerry,83942.18783,114091.0221,NursingHome
504,St. Luke's Home,"St. Luke's Home, Castle Road, Mahon, Cork, Cork", Castle Road,Cork,172571.3673,71778.77249,NursingHome
505,St. Martha's Nursing Home,"St. Martha's Nursing Home, Glenswilly House, Cappauniac, Cahir, Co. Tipperary Tipperary", Glenswilly House,Tipperary,200333.3958,128871.0184,NursingHome
506,St. Martha's Nursing Home,"St. Martha's Nursing Home, Love Lane, Charleville, Co. Cork, Cork", Love Lane,Cork,153168.6602,122958.6012,NursingHome
507,St. Mary's Centre Nursing Home,"St. Mary's Centre Nursing Home, St. Mary's Ctr Telford Ltd, 185/ 201 Merrion Road, Dublin 4, Dublin 4",Merrion Road,Dublin,319449.1382,230800.3977,NursingHome
508,St. Mary's Home,"St. Mary's Home, Pembroke Park, Ballsbridge, Dublin 4, Dublin 4", Pembroke Park,Dublin,317268.1887,232218.9103,NursingHome
509,St. Mary's Hospital,"Drogheda Services for the Elderly St. Mary's Hospital, Dublin Road, Drogheda, Co. Louth, Louth", Dublin Road,Louth,310201.1292,274542.071,NursingHome
510,St. Mary's Hospital,"St. Mary's Hospital, Sherlock Road, Castleblayney, Co. Monaghan, Monaghan", Sherlock Road,Monaghan,282051.7919,319647.5642,NursingHome
511,St. Mary's Residential Care Centre,"St Mary's Nursing Home, Shantalla Road, Galway, Galway", Shantalla Road,Galway,128900.0005,225227.2107,NursingHome
512,St. Michael's Nursing Home,"St. Michael's Nursing Home, 100 Acres East, Caherconlish, Limerick, Limerick", Acres East,Limerick,168102.6195,149338.9697,NursingHome
513,St. Monica's Nursing Home,"St. Monica's Nursing Home, 28 - 38 Belvedere Place, Dublin 1, Dublin 1", Belvedere,Dublin,315986.5295,235624.7857,NursingHome
514,St. Oliver Plunkett,"St. Oliver Plunkett Hospital, Dublin Road, Dundalk, Co. Louth, Louth", Dublin Road,Louth,305249.6811,304967.2965,NursingHome
515,St. Pappin's Nursing Home,"Ballymun Road, Ballymun, Dublin 9, Dublin 9", Ballymun,Dublin,315414.2027,238654.9962,NursingHome
516,St. Patrick's Community Hospital,"St. Patrick's Community Hospital, Summerhill, Carrick on Shannon, Co. Leitrim, Leitrim", Summerhill,Leitrim,194088.2469,299803.7645,NursingHome
517,St. Patrick's Hospital,"St. Patrick's Hospital, John's Hill, Waterford, Waterford", John's Hill,Waterford,261041.8481,111479.2736,NursingHome
518,St. Patrick's Hospital Cashel,"St. Patrick's Hospital, Cashel, Co. Tipperary, Tipperary", Cashel,Tipperary,207399.3599,140142.3014,NursingHome
519,St. Patrick's Nursing Home,"St. Patrick's Nursing Home - Cowper Care, Dublin Street, Baldoyle, Dublin 13, Dublin 13", Dublin Street,Dublin,324551.5533,240111.5976,NursingHome
520,St. Patricks Hospital Cork,"St. Patrick's Hospital (Cork) Ltd., Curraheen Road, Curraheen, Cork, Cork", Curraheen Road,Cork,168315.1408,72524.9391,NursingHome
521,St. Paul's Nursing Home,"St. Paul's Nursing Home, Dooradoyle, Limerick, Limerick", Dooradoyle,Limerick,156316.9004,154225.442,NursingHome
522,St. Phelim's Nursing Home,"St. Phelim's Nursing Home, Dromahair, Co. Leitrim, Leitrim", Dromahair,Leitrim,180380.7136,331008.2691,NursingHome
523,St. Teresa's Nursing Home,"St. Teresa's Nursing Home, Friar Street, Cashel, Co. Tipperary, Tipperary", Friar Street,Tipperary,207816.9025,140533.4983,NursingHome
524,St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Dublin Road, Thurles, Co. Tipperary, Tipperary", Dublin Road,Tipperary,213665.2848,158729.9797,NursingHome
525,St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Leadmore East, Kilkee Road, Kilrush, Co. Clare Clare", Leadmore East,Clare,98798.20098,155972.9727,NursingHome
526,St. Ursula's Nursing Home,"St. Ursula's Nursing Home, Golf Links Road, Bettystown, Co. Meath, Meath", Golf Links Road,Meath,315870.6975,273629.2661,NursingHome
527,St. Vincent's Care Centre,"St. Vincent's Care Centre, Coosan Road, Athlone, Co. Westmeath, Westmeath", Coosan Road,Westmeath,203870.8434,241835.8164,NursingHome
528,St. Vincent's Community Nursing Unit,"St. Vincent's Community Nursing Unit, Mountmellick, Co. Laois, Laois", Mountmellick,Laois,244848.9182,207943.6525,NursingHome
529,St. Vincent's Hospital,"St. Vincent's Hospital, Athy, Co. Kildare, Kildare", Athy,Kildare,267401.2099,194619.6769,NursingHome
530,St.Stephens Unit 1,"Unit 1 St Stephen's Hospital, Sarsfield Court, Glanmire, Cork, Cork", Sarsfield Court,Cork,172562.8623,78038.04274,NursingHome
531,Stella Maris Nursing Home,"Stella Maris Nursing Home, Cummer, Tuam, Co. Galway, Galway", Cummer,Galway,140381.2847,246156.9874,NursingHome
532,Stella Maris Nursing Home,"Stella Maris Nursing Home, Baylough, Athlone, Co. Westmeath, Westmeath", Baylough,Westmeath,202189.4192,241560.8711,NursingHome
533,Strathmore Lodge Nursing Home,"Strathmore Lodge Nursing Home, Friary Walk, Callan, Co. Kilkenny, Kilkenny", Friary Walk,Kilkenny,241822.4459,144451.1937,NursingHome
534,Strawhall Nursing Home,"Strawhall Nursing Home, Strawhall, Fermoy, Co. Cork, Cork", Strawhall,Cork,182423.5091,98461.80289,NursingHome
535,Sullivan Centre,"Sullivan Centre, Cathedral Road, Cavan, Cavan", Cathedral Road,Cavan,241957.5646,305602.6893,NursingHome
536,Summerville Healthcare,"Summerville Healthcare, Strandhill, Co. Sligo, Sligo", Strandhill,Sligo,161218.3139,335605.2063,NursingHome
537,Suncroft Lodge Nursing Home,"Suncroft Lodge Nursing Home, The Curragh, Co. Kildare, Kildare", The Curragh,Kildare,278278.2144,211119.8231,NursingHome
538,Sunhill Nursing Home,"Sunhill Nursing Home, Blackhall Road, Termonfeckin, Louth", Blackhall Road,Louth,314011.7444,280805.7452,NursingHome
539,Support Care Facility Prague House,"Support Care Facility Prague House, Freshford, Co. Kilkenny, Kilkenny", Freshford,Kilkenny,240612.5378,164757.6204,NursingHome
540,Swords Nursing Home,"Swords Nursing Home, Mount Ambrose, Swords, Co. Dublin, Co. Dublin", Mount Ambrose,Dublin,314039.8408,247740.9555,NursingHome
541,TLC Centre Maynooth,"TLC Centre Maynooth, Straffan Road, Maynooth, Co. Kildare, Kildare", Straffan Road,Kildare,293673.2148,235313.1946,NursingHome
542,TLC Centre Santry,"Northwood Park, Santry, Dublin 9, Dublin 9", Santry,Dublin,316165.1258,240764.8783,NursingHome
543,TLC City West,"TLC City West, Cooldown Commons, Fortunestown Lane, Citywest, Co. Dublin", Cooldown Commons,Dublin,305495.0643,227262.146,NursingHome
544,Talbot Lodge Nursing Home,"Talbot Lodge Nursing Home, Kinsealy, Co. Dublin, Co. Dublin", Kinsealy,Dublin,321690.028,243500.6136,NursingHome
545,Tara Care Centre,"Tara Care Centre, 5/ 6 Putland Road, Bray, Co. Wicklow, Wicklow", Putland Road,Wicklow,327028.4289,217815.3525,NursingHome
546,Tara Winthrop Private Clinic,"Tara Winthrop Private Clinic, Nevinstown Lane, Pinnock Hill, Swords, Co. Dublin Co. Dublin", Nevinstown Lane,Dublin,317997.6783,245889.2084,NursingHome
547,Teach Altra Nursing Home,"Teach Altra Nursing Home, Scarteen, Newmarket, Co. Cork, Cork", Scarteen,Cork,131428.826,107554.6855,NursingHome
548,Teach Altranais Charna,"Carna, Co. na Gaillimhe",Charna,Galway,77373.41711,231971.542,NursingHome
549,Tearmainn Bhride Nursing Home,"Tearmainn Bhride Nursing Home, Brideswell, Athlone, Co. Roscommon, Roscommon", Brideswell,Roscommon,196502.7055,243462.2838,NursingHome
550,The Croft Nursing Home,"2 Goldenbridge Walk, Dublin 8, D08ay24",Goldenbridge,Dublin,311598.4066,232961.2469,NursingHome
551,"The Holy Family Residence, ","Little Sisters Of The Poor, Roebuck Road, Dublin 14, D14c7w2", Roebuck Road,Dublin,318181.7136,229497.8069,NursingHome
552,The Marlay Nursing Home,"The Marlay Nursing Home, Kellystown Road, Rathfarnham, Dublin 16, Dublin 16", Kellystown Road,Dublin,315627.3999,225641.9427,NursingHome
553,The Park Nursing Home,"The Park Nursing Home, Plassey Park Road, Castletroy, Co. Limerick, Limerick", Plassey Park Road,Limerick,157201.4587,156822.2541,NursingHome
554,The Rock Nursing Unit,"The Rock Nursing Unit, Ballyshannon, Co. Donegal, Donegal", Ballyshannon,Donegal,187693.2688,361450.8918,NursingHome
555,The Sheil Community Hospital,"The Shiel Community Hospital, College Street, Ballyshannon, Co. Donegal, Donegal", College Street,Donegal,187693.2688,361450.8918,NursingHome
556,The Tower Nursing Home,"The Tower Nursing Home, 94/ 95 Cappaghmore, Clondalkin, Dublin 22, Dublin 22", Cappaghmore,Dublin,306592.0378,232292.9218,NursingHome
557,The Village Nursing Care Centre,"The Village Nursing Care Centre, Ballygarriff, Craughwell, Co. Galway, Galway", Ballygarriff,Galway,145000.1523,220938.5817,NursingHome
558,Thomond Lodge Nursing Home,"Thomond Lodge Nursing Home, Ballymahon, Co. Longford, Longford", Ballymahon,Longford,215352.8319,256945.0937,NursingHome
559,Thorpe's Nursing Home,"Thorpe's Nursing Home, Clarina, Co. Limerick, Limerick", Clarina,Limerick,150357.3713,153808.2759,NursingHome
560,Tinnypark Nursing Home,"Tinnypark, Callan Road, Kilkenny, Kilkenny", Callan Road,Kilkenny,248634.0655,152712.7135,NursingHome
561,Tralee Community Nursing Unit,"Tralee Community Nursing Unit, Tralee, Co. Kerry, Kerry", Tralee,Kerry,83640.15865,114432.8954,NursingHome
562,TÃ­ Aire,"TÃ­ Aire, Tallagh Road, Belmullet, Co. Mayo, Mayo", Tallagh Road,Mayo,69841.10767,333834.3928,NursingHome
563,Valentia Hospital,"Valentia Hospital, Valentia Island, Co. Kerry, Kerry", Valentia Island,Kerry,37084.89684,73425.9021,NursingHome
564,Valentia House Nursing Home,"Valentia House Nursing Home, Camolin, Enniscorthy, Co. Wexford, Wexford", Camolin,Wexford,306369.4771,152601.4579,NursingHome
565,Villa Marie Nursing Home,"Villa Marie Nursing Home, Grange, Templemore Road, Roscrea, Co. Tipperary Tipperary", Grange,Tipperary,214224.9267,187568.1233,NursingHome
566,Virginia Health Care Centre,"Virginia Health Care Centre, Dublin Road, Virginia, Cavan, Cavan", Dublin Road,Cavan,260640.3725,287569.49,NursingHome
567,Waterford Nursing Home,"Ballinakill Downs, Dunmore Road, Waterford, Waterford", Dunmore Road,Waterford,262912.3232,110960.8986,NursingHome
568,Willowbrook Lodge,"Willowbrook Lodge, Mocklershill, Fethard, Co. Tipperary, Tipperary", Mocklershill,Tipperary,213394.0019,139976.9876,NursingHome
569,Willowbrook Nursing Home,"Willowbrook Nursing Home, Borohard, Newbridge, Co. Kildare, Kildare", Borohard,Kildare,283197.2159,217564.9802,NursingHome
570,Windfield Nursing Home,"Windfield Nursing Home, Waynestown, Summerhill Road, Dunboyne, Co. Meath Meath", Waynestown,Meath,297260.4837,243855.7146,NursingHome
571,Windmill House Nursing Home,"Windmill House Nursing Home, Churchtown, Mallow, Co. Cork, Cork", Churchtown,Cork,150220.2431,113552.3021,NursingHome
572,Woodlands House Nursing Home,"Woodlands House Nursing Home, Trim Road, Navan, Co. Meath, Meath", Trim Road,Meath,286889.8942,267272.6411,NursingHome
573,Woodlands Nursing Home,"Woodlands Nursing Home, Bishopswood, Dundrum, Co. Tipperary, Tipperary", Bishopswood,Tipperary,198101.7834,146676.292,NursingHome
574,Wygram Nursing Home,"Wygram Nursing Home, Iberius House, Common quay Street, Wexford, Wexford", Iberius House,Wexford,304917.438,122001.094,NursingHome
575,Youghal Community Hospital,"Youghal Community Hospital, Cork Hill, Youghal, Cork, Cork", Cork Hill,Cork,209932.8144,78164.76669,NursingHome
576,Youghal and District Nursing Home,"Youghal and District Nursing Home, Gortroe, Youghal, Co. Cork, Cork", Gortroe,Cork,205907.8009,75270.14693,NursingHome
577,Ãras Chois Fharraige,"Pairc, An SpidÃ©al, Co Na Gaillimhe", An SpidÃ©al,Galway,115995.6703,222542.1511,NursingHome
578,Ãras Deirbhle Community Nursing Unit,"Ãras Deirbhle Community Nursing Unit, Belmullet Community Hospital, Belmullet, Mayo, Mayo", Belmullet Community Hospital,Mayo,70418.17239,332851.4453,NursingHome
