id,name,full_address,address_key,County,eircode,x,y,Type
553,Glencrow,"Moville, Co. Donegal.",Moville, Donegal,,260862.08,438382.59,Healthcenters
554,Ionad Sláinte Inis Bigil,"Inis Bigil, Co. Mhaigh Eo",Inis Bigil, Mhaigh Eo,,75227.123,307320.123,Healthcenters
555,Ionad Sláinte Béal an Mhuirthead,"Béal an Mhuirthead, Co. Mhaigh Eo",Béal an Mhuirthead,Mhaigh Eo,,70510.641,332860.5,Healthcenters
556,Ionad Sláinte Bhaile na hAbhann,"An Tulach, Bhaile na hAbhann, Co. na Gaillimhe",An Tulach,naGaillimhe,,167520.328,248263.484,Healthcenters
557,Ionad Sláinte Bhaile na Cille,"Bhaile na Cille, Co. na Gaillimhe",Bhaile na Cille,naGaillimhe,,145844.953,194952.453,Healthcenters
558,Ionad Sláinte Chamuis,"Camus, Co. na Gaillimhe",Camus,naGaillimhe,,97048.18,237130.359,Healthcenters
559,Ionad Sláinte Charna,"Carna, Co. na Gaillimhe",Carna,naGaillimhe,,78230.672,231899.688,Healthcenters
560,Ionad Sláinte an Fháirche,"An Fháirche, Co. na Gaillimhe",An Fháirche,naGaillimhe,,109684.609,255834.906,Healthcenters
561,Ionad Sláinte Ros Muc,"Ros Muc, Co. na Gaillimhe",Ros Muc,naGaillimhe,,91902.25,236118.594,Healthcenters
562,Ionad Sláinte an Spidéil,"An Spidéal, Co. na Gaillimhe",An Spidéal,naGaillimhe,,112891.344,222404.891,Healthcenters
563,Ionad Sláinte Oileán Thoraí,"An Baile Thiar, Oileán Thoraí, Co. Dhún Na nGall",An Baile Thiar,DhúnNanGall,,185787.28,446387.75,Healthcenters
564,Oileán Claéire,"Cape Clear Island, Co. Chorcaí",Cape Clear Island,Chorcaí,,95415.95,21366.26,Healthcenters
565,Ionad Sláinte Daingean Uí Chúis,"Hospital Grounds, Dingle, Co. Kerry",Hospital Grounds,Kerry,,44317.164,101592.344,Healthcenters
566,Ionad Sláinte Béal an Mhuirthead,"Ospidéal Pobail Bhéal an Mhuirthead, Béal an Mhuirthead Co. Mhaigh Eo",Ospidéal Pobail Bhéal an Mhuirthead,Mhaigh Eo,,70510.641,332860.5,Healthcenters
567,Ionad Sláinte Inis Meáin,"Inis Meáin, Co. na Gaillimhe",Inis Meáin,naGaillimhe,,93897.766,204972.594,Healthcenters
568,Ionad Sláinte Inis Oírr,"Inis Oírr, Co. na Gaillimhe",Inis Oírr,naGaillimhe,,97832.75,202866.391,Healthcenters
569,Ionad Sláinte Béal Átha na mBreac,"Béal Átha na mBreac, An Mám, Co. na Gaillimhe",Béal Átha na mBreac,naGaillimhe,,93062.24,255286.3,Healthcenters
570,Ionad Sláinte Anagaire,"Anagaire, Co. Dhún na nGall",Anagaire,Dhún na nGall,,179094.719,419356.656,Healthcenters
571,Ionad Sláinte Árainn Mhór,"Árainn Mhór, Co. Dhún na nGall",Árainn Mhór,Dhún na nGall,,167628.656,414609.531,Healthcenters
572,Ionad Sláinte Baile na Finne,"Baile na Finne, Co. Dhún na nGall",Baile na Finne,Dhún na nGall,,192394.781,402211.25,Healthcenters
573,Grosvenor Court,"Killarney, Co. Kerry",Killarney,Kerry,,96513.056,90957.578,Healthcenters
574,Longford,"Dublin Road, Longford Town.",Dublin Road,Dublin,,214232.862,274889.475,Healthcenters
575,Fethard,"Rocklow Road, Fethard, Clonmel, Co. Tipperary.",Rocklow Road,Clonmel,,220712.248,135019.782,Healthcenters
576,Ionad Sláinte Leitir Mór,"Leitir Mór, Co. na Gaillimhe",Leitir Mór,naGaillimhe,,89809.53035,227939.6299,Healthcenters
577,Ionad Sláinte An tSléibhe Riabhaigh,"An Sliabh Riabhach, Baile Bhúirne, Co. Chorcaí",An Sliabh Riabhach,Chorcaí,,119700,77500,Healthcenters
578,Ionad Sláinte na Rinne,"Halla Pobail, An Rinn, Co. Phort Láirge.",Halla Pobail,PhortLáirge,,228144.1035,88479.02278,Healthcenters
579,Ionad Sláinte Chill Charthaigh,"Príomhshráid, Cill Charthaigh, Co. Dhún na nGall",Príomhshráid,DhúnnanGall,,161876.6104,376172.7801,Healthcenters
580,Ionad Sláinte na Carraige,"Charraig, Co. Dhún na nGall",Charraig,Dhún na nGall,,159303.2344,378946.9381,Healthcenters
581,Ionad Sláinte Gleann Cholm Cille,"Ghleann Cholm Cille, Co. Dhún na nGall",Ghleann Cholm Cille,Dhún na nGall,,153758.2034,384812.9061,Healthcenters
582,Ionad Sláinte Ard an Rátha,"Bóthar Phort Nua, Ard an Rátha, Co. Dhún na nGall",Bóthar Phort Nua,DhúnnanGall,,173637.3804,390962.6301,Healthcenters
583,Ionad Sláinte Leitir Mhic an Bhaird,"Leitir Mhic an Bhaird, Co. Dhún na nGall",Leitir Mhic an Bhaird,Dhún na nGall,,180293.7815,400959.0001,Healthcenters
584,An Clochán Liath,"Otharlann Ceantair an Chlocháin Léith, An Clochán Liath, Co. Dhún na nGall.",Otharlann Ceantair an Chlocháin Léith,DhúnnanGall,,177132.7975,411656.8131,Healthcenters
585,Ionad Sláinte Ailt an Chorráin,"Ailt an Chorráin, Leitir Ceanainn, Co. Dhún na nGall",Ailt an Chorráin,DhúnnanGall,,171987.8604,415321.6601,Healthcenters
586,Ionad Sláinte Dhoirí Beaga,"Srath na Corcrach, Co. Dhún na nGall",Srath na Corcrach,Dhún na nGall,,181511.2505,426756.4062,Healthcenters
587,Ionad Sláinte Bhun na Leaca,"Bun na Leaca, Co. Dhún na nGall",Bun na Leaca,Dhún na nGall,,183441.2505,431005.3402,Healthcenters
588,Ionad Sláinte Dhún Fionnachaidh,"Sráid an Phóna, Dún Fionnachaidh, Co. Dhún na nGall",Sráid an Phóna,DhúnnanGall,,201882.7975,437197.0312,Healthcenters
589,Ionad Sláinte an Chraoslaigh,"An Craoslach, Co. Dhún na nGall",An Craoslach,Dhún na nGall,,205791.4505,430616.4102,Healthcenters
590,Dunlavin,"Kilcullen Streeet, Dunlavin, Co. Wicklow.",Kilcullen Streeet,Wicklow,,287264.6566,201764.2339,Healthcenters
591,Ionad Sláinte Ghaoth Sáile ,"Gaoth Sáile, Co. Mhaigh Eo",Gaoth Sáile,Mhaigh Eo,,75607.227,320093.656,Healthcenters
592,Ionad Sláinte Ghleann na Muaidhe,"Gleann na Muaidhe, Co. Mhaigh Eo",Gleann na Muaidhe,Mhaigh Eo,,89990.117,333777.594,Healthcenters
593,Ionad Sláinte hEachléime,"Eachléim, Co. Mhaigh Eo",Eachléim,Mhaigh Eo,,62595.965,320832.938,Healthcenters
594,Ionad Sláinte Choill Sáile,"Coill Sáile, Co. na Gaillimhe",Coill Sáile,naGaillimhe,,86159.96,235087.9,Healthcenters
595,Ionad Sláinte an Chaiseal,"Leitheanach, Caiseal, Co. na Gaillimhe.",Leitheanach,naGaillimhe,,80729.71134,241993.875,Healthcenters
596,"Ionad Sláinte Chloch na Rón,","8 Faiche an Aonaigh, Bóthar an Chósta, Cloch na Rón, Co. na Gaillimhe.", Faiche an Aonaigh,ClochnaRón,,72276.17233,239903.7189,Healthcenters
597,Ionad Sláinte Sraith Salach,An Sraith Salach Co na Gaillimhe,An Sraith Salach Co na Gaillimhe,naGaillimhe,,84490.922,247735.953,Healthcenters
598,Ionad Sláinte Fhionnaithe,"Teach na Sagart, Fionnaithe, Co. Maigh Eo",Teach na Sagart,MaighEo,,102051.3804,258541.84,Healthcenters
599,Ionad Sláinte Thuar Mhic Éadaigh ,"Tuar Mhic Éadaigh, Co. Mhaigh Eo",Tuar Mhic Éadaigh,MaighEo,,109478.9454,267649.406,Healthcenters
600,Ionad Sláinte Bhaile an Sceilg,"Baile an Sceilg, Co. Chiarraí",Baile an Sceilg,Chiarraí,,42935.82029,65767.70975,Healthcenters
601,Ionad Sláinte na Muirí,"An Mhuiríoch, Baile na nGall, Co. Chiarraí",An Mhuiríoch,Chiarraí,,38433.11029,106448.0598,Healthcenters
602,Ionad Sláinte Ché Bhréanainn/an Clochán,"Ionad Pobail, Cé Bhréanainn, Co. Chiarraí",Ionad Pobail,Chiarraí,,50900.00031,111499.9998,Healthcenters
603,Clonmel,"Western Road, Clonmel, Co. Tipperary.",Western Road,Tipperary,,220177.2645,122446.2088,Healthcenters
604,Cabra,"Quarry Road, Cabra, Dublin 7.",Quarry Road,Dublin,,313954.9116,236279.1999,Healthcenters
605,Bandon,"GULLY, CO. CORK",GULLY, Cork,,148192.8485,54036.49368,Healthcenters
606,Letterkenny,"Pearse Road, Letterkenny, Co. Donegal.",Pearse Road,Donegal,,217195.9225,411539.8751,Healthcenters
607,Churchfield,"103/105 Knockfree Avenue, Fair Hill, Churchfield, Cork.",Knockfree Avenue, Cork,,166277.4534,72843.91877,Healthcenters
608,Newbridge,"Newbridge Health Centre, Henry Street, Newbridge, Kildare", Henry Street, Cork,,280132.0127,215071.2761,Healthcenters
609,Kells,"NAVAN ROAD, CO. MEATH",NAVAN ROAD, MEATH,,275672.4386,275362.469,Healthcenters
610,Kinsale,"HSE, HEALTH CENTRE, MARKET LANE, CO. CORK", MARKET LANE, Cork,,163737.18,50488.53826,Healthcenters
611,Donnybrook,"HSE COMMUNITY CARE, VERGEMOUNT HALL, CLONSKEAGH ROAD, DUBLIN 6", CLONSKEAGH ROAD,Dublin,,317299.9281,230967.8872,Healthcenters
612,Ranelagh Primary Care Centre,"22-26 Sandford Road, Ranelagh, Dublin 6",Sandford Road,Dublin,,316749.2806,231706.9699,Healthcenters
613,Blackrock,"George's Avenue, Blackrock, Co. Dublin.",George's Avenue,Dublin,,321468.0486,229400.8399,Healthcenters
614,Cabinteely,"Meadowvale, Clonkeen Road, Blackrock, Co. Dublin.", Clonkeen Road,Dublin,,323114.5466,226030.0859,Healthcenters
615,Dun Laoghaire,"Centenary House, 35 York Road, Dun Laoghaire, Co. Dublin.", York Road,Dublin,,323801.3316,228179.0649,Healthcenters
616,Dalkey,"Kilbegnet Close, Dalkey, Co. Dublin.",Kilbegnet Close,Dublin,,326378.3286,226803.5009,Healthcenters
617,Shankill,"Lower Road, Shankill, Co. Dublin.",Lower Road,Dublin,,325178.8336,221581.2889,Healthcenters
618,Stillorgan,"St. Brigids, Church Road, Stillorgan, Co. Dublin.",St. Brigids,Dublin,,320418.7726,227466.8199,Healthcenters
619,Mallow,"12/14 Fair Street Lower, Mallow, Co. Cork.",Fair Street Lower,Cork,,155959.6234,98527.66179,Healthcenters
620,Mallow,"20 West End, Mallow, Co. Cork.",West End,Cork,,155656.2124,98583.3668,Healthcenters
621,Mallow,"31/32 Fair Street Upper, Mallow, Co. Cork.",Fair Street Upper,Cork,,155983.2504,98641.2498,Healthcenters
622,Mallow,"9 West End, Mallow, Co. Cork.",West End,Cork,,155628.6984,98587.4198,Healthcenters
623,Borrisokane Primary Care Centre,"Convent Lane, Borrisokane",Convent Lane,Dublin,,191388.0785,194057.1879,Healthcenters
624,Chamber House ,"Chamber House, Chamber Square, Tallaght, Dublin 24",Chamber House,Tallaght,,308435.4336,227663.8541,Healthcenters
625,Kilmaley ,"An Cluainin, Kilmaley, Ennis, Co Clare",An Cluainin,Clare,,125310.2004,175015.2999,Healthcenters
626,Doneraile,"Main Street, Doneraile, Co. Cork.",Main Street,Cork,,160081.7814,107336.6878,Healthcenters
627,Belturbet,"Main Street, Belturbet, Co. Cavan.",Main Street,Cavan,,236570.4705,317077.81,Healthcenters
628,Greystones,"Victoria Road, Greystones, Co. Wicklow.",Victoria Road,Wicklow,,329227.5946,212737.8589,Healthcenters
629,Milford ,"Castletroy, Co. Limerick",Castletroy,Limerick,,161238.7194,157847.1249,Healthcenters
630,Cavan,"Townhall Street, Cavan Town",Townhall Street,Dublin,,241937.1675,304848.219,Healthcenters
631,Mount Alvernia,"Mount Alvernia Hospital, Mallow, Co. Cork.",Mount Alvernia ,Cork,,153160.1724,97105.9218,Healthcenters
632,Rathdrum,"Fair Green, Rathdrum, Co. Wicklow.",Fair Green,Wicklow,,318639.5316,188207.5309,Healthcenters
633,Loughlinstown,"Loughlinstown Drive, Loughlinstown, Co. Dublin.", Loughlinstown,Dublin,,324968.6132,223493.1379,Healthcenters
634,Sallynoggin,"1 Oakdale Drive, Upper Glenageary Road, Dun Laoghaire, Co. Dublin.", Upper Glenageary Road,Dublin,,324247.2152,227183.6319,Healthcenters
635,Tinahely,"Barton Street, Tinahely, Arklow, Co. Wicklow.",Barton Street,Wicklow,,303577.9066,172946.3129,Healthcenters
636,New Ross ,"Hospital Grounds, New Ross, Co Wexford", New Ross,Wexford,,272367.0315,126903.9678,Healthcenters
637,Newcastlewest ,"Newcastlewest, Co. Limerick.",Newcastlewest,Limerick,,128070.0004,133969.9998,Healthcenters
638,Mallow,"O'Brien Street, Mallow, Co. Cork.",O'Brien Street,Cork,,156057.0294,98443.1208,Healthcenters
639,Falcarragh,"Station Road, Falcarragh, Co. Donegal.",Station Road,Donegal,,193427.6255,432027.0002,Healthcenters
640,Douglas ,"Community Centre, Douglas, Cork",Community Centre,Cork,,169961.5013,69051.1693,Healthcenters
641,Cavan,"The Arcade, Main Street, Cavan", Main Street,Cavan,,242062.0785,304697.185,Healthcenters
642,Mallow,"Solas Nua Residential Home, Mallow, Co. Cork.", Mallow,Cork,,156147.5164,99382.1168,Healthcenters
643,Ionad Sláinte Charraig Airt,"Páirc an Mhaoil Rua, Carraig Airt, Co. Dhún na nGall",Páirc an Mhaoil Rua,DhúnnanGall,,213326.689,436640.1563,Healthcenters
644,Lucan,"Rosse Court Resource Centre, Balgaddy Road, Lucan, Co. Dublin", Balgaddy Road,Lucan,,305909.5012,233424.8589,Healthcenters
645,Eyrecourt,"The Square, Eyrecourt, Co. Galway",The Square,Galway,,190989.3285,216786.9379,Healthcenters
646,Curlew Road,"HSE, HEALTH CENTRE, DUBLIN 12",HSE,Dublin,,311944.6176,232293.9358,Healthcenters
647,North Strand,Dublin 1.,Dublin 1.,Dublin,,316841.5332,235350.8459,Healthcenters
648,Ionad Sláinte Gaoth Dobhair,"An Bunbeag, Co. Dhún na nGall",An Bunbeag,Dublin,,180782.1889,423712.0003,Healthcenters
649,Castlegregory,"Dr. Sills Surgery, Castlegregory, Co. Kerry", Castlegregory,Kerry,,62010.68032,113525.2698,Healthcenters
650,Ionad Sláinte na Ceathrú Rua,"Ceathrú Rua, Co. Na Gaillimhe.",Ceathrú Rua,Na Gaillimhe,,92835.94536,224600.5159,Healthcenters
651,Cuan Barra,"Béal Átha an Ghaorthaidh, Co. Chorcaí",Béal Átha an Ghaorthaidh,Chorcaí,,114887.0168,66851.35152,Healthcenters
652,Ionad Sláinte an Seanphobal,"Loiscreán, An Seanphobal, Co. Phort Láirge",Loiscreán,PhortLáirge,,225974.1305,84781.38979,Healthcenters
653,Youghal Health Centre,"Unit 4a, Millennium Court, Foxhole, Youghal, Co. Cork", Foxhole,Foxhole,,209404.5006,79875.51457,Healthcenters
654,St. Brendan's,"Adapt House, Donnellan's Buildings, Rosbrien, Limerick.",Adapt House,Rosbrien,,157334.4614,155804.2189,Healthcenters
655,Portumna Primary Care Centre,"Patrick Street, Portumna, Co. Galway",Patrick Street,Galway,,185384.4136,204570.3911,Healthcenters
656,"Cherry Orchard, Primary Care Centre","Ballyfermot, Dublin 10.",Ballyfermot,Dublin,,308450.1262,233055.4999,Healthcenters
657,St Alphonsus Health Centre,"HSE, Dundalk Primary Health Care Unit, Saint Alphonsus Road, Dundalk, Co. Louth", Saint Alphonsus Road,Dublin,,305792.0459,307414.2178,Healthcenters
658,Doon,"HSE, Health Clinic, Kilmoylan, Co. Limerick", Kilmoylan,Kilmoylan,,183123.219,150233.672,Healthcenters
659,Wexford,"Community Services, HSE, Upper George's Street, Wexford", Upper George's Street,Dublin,,304567.473,121998.651,Healthcenters
660,Kinvara,"Public Health Nurse, HSE, Dungory West, Co. Galway", Dungory West,  Galway,,137582.953,210318.453,Healthcenters
661,Mulranny,"HSE, Health Centre, Westport, Co. Mayo", Westport,  Mayo,,83359.289,296765.906,Healthcenters
662,Lisacul,"HSE, Lissdaly Health Centre, Lissydaly, Ballaghadereen, Co. Roscommon", Ballaghadereen,Lissydaly,,157787.3,290232.1,Healthcenters
663,Bree,"HSE, Health Centre, Sheskin, Malin Head, Co. Donegal", Malin Head,Sheskin,,243225.969,456400.719,Healthcenters
664,Borris,"District Nurse, HSE, Crow Street Medical Centre, Lower Main Street, Co. Carlow", Lower Main Street,Dublin,,273142.031,150160.359,Healthcenters
665,Killorglin,"HSE, Health Centre, 2 Mill Road, Co. Kerry",Mill Road,Kerry,,77563.073,96602.256,Healthcenters
666,Owenacurra Mental Health,"HSE, Owenacurra Centre, The Green, Midleton, Co. Cork", Midleton, Midleton,,188038.016,73874.195,Healthcenters
667,Fethard,"HSE, Health Centre, Fethard-on-sea, Co. Wexford",HSE,Wexford,,278647.063,105828.008,Healthcenters
668,Celbridge,"HSE, Shackleton Road, Celbridge, Co. Kildare", Shackleton Road, Kildare,,296958.0296,233664.6299,Healthcenters
669,Midleton ,"Health Centre, HSE, Midleton Community Hospital, Midleton, Co. Cork", HSE, Midleton,,188160.3289,73911.05454,Healthcenters
670,Shillelagh,"HSE, Shillelagh Health Centre, Shillelagh, Co. Wicklow", Shillelagh, Wicklow,,298976.417,168142.7469,Healthcenters
671,Wicklow Primary Healthcare Centre,"HSE, Primary Care Health Centre, Colley Street, Wicklow, ", Colley Street, Wicklow,A67A060,331898.2846,193650.5339,Healthcenters
672,Achill Health Centre,"Saint Fionnans Road, Achill Sound, Co. Mayo, ",Saint Fionnans Road,Mayo,F28W925,73080.22734,299371.156,Healthcenters
673,"Adamstown Health Centre,","Adamstown, Co. Wexford, Y21te82",Adamstown,Wexford,,287379.9376,127526.2338,Healthcenters
674,Adrigole Health Centre,"Cappanaparka East, Adrigole, Co. Cork, ",Cappanaparka East,Cork,P75YE24,80050.40634,49904.47274,Healthcenters
675,"Allihies Health Centre, ","Cluin, Allihies, Co. Cork, ",Cluin,Cork,P75EK70,58453.97331,45224.41774,Healthcenters
676,"Ardee Health Centre, ","Market Street, Ardee, Co. Louth, ",Market Street,Louth,A92K51H,295998.4586,290827.218,Healthcenters
677,Abbeydorney Health Centre,"Abbeydorney Parish Community Hall, Abbeydorney, Co. Kerry, ", Abbeydorney,Kerry,V92YK5X,84734.01635,122822.3198,Healthcenters
678,Abbeyfeale Health Centre,"Convent Road, Abbeyfeale, Co. Limerick, ",Convent Road,Limerick,V94NN66,111977.4384,126957.9838,Healthcenters
679,Abbeyknockmoy Health Centre,"Culliagh North, Abbeyknockmoy, Co. Galway, ",Culliagh North,Galway,H54H103,149807.9008,242950.7999,Healthcenters
680,"Abbeyleix Health Centre,","Ballinakill Road, Abbeyleix, Co. Laois, ",Ballinakill Road,Laois,R32A006,244129.6515,184770.2379,Healthcenters
681,"Aclare Health Centre, ","Lisheen, Aclare, Co. Sligo, ",Lisheen,Sligo,F91P954,140670.5784,309887.594,Healthcenters
682,"Adare Health Centre,","Rathkeale Road, Adare, Co. Limerick, ",Rathkeale Road,Limerick,V94R3W0,146145.5414,145956.7548,Healthcenters
683,"Ahascragh Health Centre, ","Chapel Street, Ahascragh, Ballinasloe, Co. Galway, ",Chapel Street,Galway,H53TR96,177961.9535,238450.75,Healthcenters
684,"Annacotty Health Centre,","Annacotty, Co. Limerick, ",Annacotty,Limerick,V94YAN5,164121.8004,157525.0419,Healthcenters
685,"Annascaul Health Centre, ","Church Avenue, Annascaul, Co. Kerry, ",Church Avenue,Kerry,V92KA03,59543.82832,101965.1018,Healthcenters
686,Primary Care Services,"Saint Brigid's Complex, Kells Road, Ardee, Co. Louth, ", Kells Road,Ardee,A92DRN0,295431.5656,290696.778,Healthcenters
687,"Ardfert Health Centre,","Farranwilliam, Ardfert, Co. Kerry, ",Farranwilliam,Kerry,V92EKX9,78711.72734,120748.2028,Healthcenters
688,"Ardfinnan Health Centre, ","68 Castleview, Ardfinnan, Co. Tipperary, ", Ardfinnan,Tipperary,E91T2N6,207594.7735,117428.4588,Healthcenters
689,"Ardmore Health Centre, ","Rocky Road, Ardmore, Co. Waterford, ",Rocky Road,Waterford,P36TK61,218877.9535,77517.60878,Healthcenters
690,"Ardrahan Health Centre, ","Ardrahan, Co. Galway, ",Ardrahan,Galway,H91FP64,146142.3594,211957.6409,Healthcenters
691,Primary Care Health Centre Arklow,"Castle Park, Arklow, Co. Wicklow, Y14ae10", Arklow,Wicklow,,324419.5316,173352.3439,Healthcenters
692,"Arva Health Centre, ","Drumalt, Arva, Co. Cavan, ",Drumalt,Cavan,H12P527,227755.8595,296846.594,Healthcenters
693,Asdee Health Centre,"Asdee Community Centre, Asdee, Co. Kerry, ", Asdee,Kerry,V31A257,94171.35236,145673.4058,Healthcenters
694,Askeaton Heatlh Centre,"Plunkett Road, Askeaton, Co. Limerick, ",Plunkett Road,Limerick,V94XW80,133533.7674,150283.6958,Healthcenters
695,"Athboy Health Centre, ","The Courtyard, Athboy, Co. Meath, ", Athboy,Meath,C15RH59,271383.4696,263984.313,Healthcenters
696,"Athea Health Centre, ","Gortnagross, Athea, Co. Limerick, ",Gortnagross,Limerick,V94T3P2,112450.8364,134906.4528,Healthcenters
697,Athenry Primary Care Centre,"Raheen, Athenry, Co. Galway, ",Raheen,Galway,H65KH93,149603.0004,227968.7999,Healthcenters
698,"Athy Health Centre, ","Woodstock Street, Athy, Co. Kildare, ",Woodstock Street,Kildare,R14AE80,267686.7505,194230.4999,Healthcenters
699,"Aughnacliffe Health Centre, ","Smear, Aughnacliffe, Co. Longford, ",Smear,Longford,N39RW13,226314.1005,291346.8,Healthcenters
700,"Avoca Health Centre, ","Main Street, Avoca, Co. Wicklow, Y14a7p1",Main Street,Wicklow,,320333.4066,180083.7659,Healthcenters
701,Baggot Street Health Centre,"City Of Dublin Royal Hospital, 14/18 Baggot Street Upper, Dublin 4, ",Baggot Street Upper,Dublin4,D04PH96,316948.5316,232945.1409,Healthcenters
702,Community Care Centre Ballina,"Mercy Road, Ballina, Co. Mayo, ",Mercy Road,Mayo,F26N9P5,123784.2714,319037.452,Healthcenters
703,Ballina Health Centre - Tipperary,"Ballina, Co. Tipperary, ",Ballina,Tipperary,V9495N2,170597.3134,173197.1089,Healthcenters
704,"Ballinaglera Health Centre, ","Drumnafinnila, Ballinaglera, Co. Leitrim, ", Ballinaglera,Leitrim,N41XV04,199393.1095,323054.563,Healthcenters
705,"Ballinameen Health Centre, ","Knockglass, Ballinameen, Boyle, Co. Roscommon, ", Ballinameen,Roscommon,F52XE00,180032.8005,294221.6,Healthcenters
706,"Ballinlough Health Centre, ","Srah, Ballinlough, Co. Roscommon, ", Ballinlough,Roscommon,F45PY83,157804.0004,277173.688,Healthcenters
707,"Ballinteer Health Centre, ","Ballinteer Avenue, Dublin 16, ",Ballinteer Avenue, Dublin,D16YX93,316572.8846,226485.8789,Healthcenters
708,"Ballivor Health Centre, ","Mullingar Road, Ballivor, Co. Meath, ",Mullingar Road,Meath,C15FY70,268281.2195,254148.922,Healthcenters
709,Ballyclough,"Ballyclough Community Hall, Ballyclough, Co. Cork, ", Ballyclough,Cork,P51E793,149091.6414,101935.1478,Healthcenters
710,Ballydehob Health Centre ,"The Parade, Ballydehob, Co. Cork, ", Ballydehob,Cork,P81KF97,98552.07836,35402.57372,Healthcenters
711,"Ballyduff Health Centre, ","Main Street, Ballyduff, Co. Waterford, ",Main Street,Waterford,P51E0KR,196368.3285,99507.3748,Healthcenters
712,"Ballyfarnon Health Centre, ","Alderford, Ballyfarnon, Boyle, Co. Roscommon, ",Alderford,Roscommon,F52V838,186595.2975,313717.781,Healthcenters
713,Aughrim Health Centre - Galway,"Aughrim, Co. Galway, ",Aughrim,Galway,H53PT02,178828.3445,228143.7029,Healthcenters
714,Aughrim Health Centre - Wicklow,"Main Street, Aughrim, Co. Wicklow, Y14yn70",Main Street,Wicklow,,312941.4696,179656.1879,Healthcenters
715,"Bagenalstown Health Centre, ","Church Road, Muine Bheag, Co. Carlow, ",Church Road,Carlow,R21K447,270312.6565,161634.3909,Healthcenters
716,Balbriggan Health Centre,"53 Hampton Street, Balbriggan, Co. Dublin, ",Hampton Street,Dublin,K32CF60,320494.1092,263457.747,Healthcenters
717,"Baldoyle Health Centre, ","Willie Nolan Road, Dublin 13, ",Willie Nolan Road,Dublin,D13PY27,324420.3586,240365.854,Healthcenters
718,"Ballaghadereen Health Centre, ","Station Road, Ballaghaderreen, Co. Roscommon, ",Station Road,Roscommon,F45DR90,161888.8754,294640.392,Healthcenters
719,"Ballinagh Health Centre, ","Ballinagh, Co. Cavan, ",Ballinagh,Cavan,H12RK12,238691.3595,297986.156,Healthcenters
720,"Ballinakill Health Centre, ","Bride Street, Ballinakill, Co. Laois, ",Bride Street,Laois,R32NW65,246492.2035,180623.6089,Healthcenters
721,"Ballinalee Health Centre, ","Ballinalee, Co. Longford, ",Ballinalee,Longford,N39Y153,222580.6095,280711.031,Healthcenters
722,"Ballincollig Health Centre, ","Innishmore, Ballincollig, Co. Cork, ",Innishmore,Cork,P31D832,157997.8594,70629.63277,Healthcenters
723,Ballingarry Health Centre - Limerick,"Main Street, Ballingarry, Co. Limerick, ",Main Street,Limerick,V94E765,141291.5004,136143.3908,Healthcenters
724,Ballingarry Health Centre - Thurles,"Ballingarry Upper, Thurles, Co. Tipperary, ",Ballingarry Upper,Tipperary,E41RW56,231077.8595,148402.2968,Healthcenters
725,"Ballinrobe Health Centre, ","Kilmaine Road, Ballinrobe, Co. Mayo, ",Kilmaine Road,Mayo,F31TW54,119357.3004,263725.8,Healthcenters
726,"Ballinspittle Health Centre, ","Ballycatten, Ballinspittle, Co. Cork, ",Ballycatten,Cork,P17AF53,158696.8754,45924.80474,Healthcenters
727,"Ballintra Health Centre, ","Lower Main Street, Ballintra, Co. Donegal, ",Lower Main Street,Donegal,F94DD5K,191719.8915,369814.2191,Healthcenters
728,Ballintubber Health Centre,"Luffertaun, Ballintubber, Claremorris, Co. Mayo, ",Luffertaun,Mayo,F12T2C9,113890.4844,279525.156,Healthcenters
729,"Ballitore Health Centre, ","The Square, Ballitore, Co. Kildare, ",The Square,Kildare,R14X299,279485.0946,196067.6559,Healthcenters
730,"Ballybay Health Centre, ","Main Street, Ballybay, Co. Monaghan, ",Main Street,Monaghan,A75DR04,271675.6316,320575.377,Healthcenters
731,Primary Care Centre - Kinnegad ,"The Clinic, Main Street, Kinnegad, Co. Westmeath, ", Main Street,Westmeath,N91PX33,259906.2345,245213.063,Healthcenters
732,"Ballycastle Health Centre, ","Carrowcubic, Ballycastle, Co. Mayo, ",Carrowcubic,Mayo,F26R3K4,111407.0704,337335.1881,Healthcenters
733,"Ballyconnell  Breffni Care Centre, ","Preaching House Lane, Ballyconnell, Co. Cavan, ",Preaching House Lane,Cavan,H14X048,227174.7975,318858.875,Healthcenters
734,"Ballycroy Health Centre, ","Cross Hill, Ballycroy, Westport, Co. Mayo, ",Cross Hill,Mayo,F28VF90,80301.55534,309892.969,Healthcenters
735,"Ballydesmond Health Centre, ","Ballydesmond, Co. Cork, ",Ballydesmond,Cork,P51FW66,115139.2034,103847.8978,Healthcenters
736,Ballyduff Health Centre - Kerry,"Benmore, Ballyduff, Co. Kerry, ",Benmore,Kerry,V92WCV5,86722.24235,134777.0628,Healthcenters
737,"Ballyforan Health Centre, ","Ballyforan, Ballinasloe, Co. Roscommon, ",Ballyforan,Roscommon,H53WV12,182275.7665,246735.938,Healthcenters
738,Ballygall Health Centre,"Seamus Ennis Road, Dublin 11, ",Seamus Ennis Road, Dublin,D11C898,313317.0166,239132.444,Healthcenters
739,"Ballygar Health Centre, ","High Street, Ballygar, Co. Galway, ",High Street,Galway,F42HK53,178205.5005,252491.734,Healthcenters
